,Price,Year,Mileage,Tank capacity,Fuel type,Model,Estimation
698,57900,2015,230000,1968,7,44,2
699,7500,1999,221900,1390,1,16,0
700,169900,2020,75400,1968,7,32,3
702,124000,2018,138427,3598,1,3,0
703,250920,2022,5500,1968,7,9,3
704,49900,2017,181338,1598,7,16,2
705,39500,2012,196500,1390,1,47,2
706,17000,2008,237608,1390,1,25,2
707,33100,2017,152000,999,1,49,3
709,12700,2004,382423,1968,7,47,3
710,69900,1990,176000,1781,1,16,0
711,54900,2018,258650,1395,1,16,2
712,44000,2011,111159,1984,1,4,3
713,119799,2019,48787,1984,1,32,2
714,419061,2023,5,1968,7,8,0
715,36999,2014,86103,1197,1,47,1
716,12596,2005,192500,1198,1,35,0
717,59900,2018,110662,1598,7,16,2
718,26000,2007,329781,3580,1,46,2
719,9890,1999,193500,1984,1,4,0
720,53800,2017,74000,1395,1,39,0
721,44157,2013,197500,1968,7,7,3
722,19000,2009,261367,1896,7,16,2
723,58900,2014,260833,1968,7,44,2
724,41200,2013,140000,1598,7,7,2
725,78000,2017,92895,1390,1,16,2
726,179000,2016,200000,1968,7,30,2
727,67000,2018,145087,1390,1,16,2
728,5700,2004,220383,1896,7,16,0
729,10000,2003,324000,1896,7,32,0
730,437006,2023,7,1968,7,30,0
731,78000,2017,92895,1390,1,16,2
732,175850,2023,1,1500,1,44,0
733,69900,2018,113259,1598,7,16,2
734,14000,2005,245041,1968,7,47,2
735,25900,2008,316000,2461,7,46,0
736,8300,2001,145500,1390,1,35,0
737,135300,2019,59507,1968,7,7,3
738,10900,2011,137772,1598,7,35,0
739,306300,2023,1,3000,7,1,0
740,69900,2012,34000,1984,1,4,0
741,330900,2023,1,3000,7,1,0
742,37900,2013,107000,1390,1,16,2
743,49900,2018,81500,999,1,35,2
744,14500,2006,272000,1598,1,16,0
746,9900,1997,562981,2500,7,48,0
747,442410,2023,10,2967,7,46,0
748,119900,2019,89000,1984,1,41,2
749,175850,2023,1,1500,1,44,0
750,63900,2015,103809,1395,1,32,2
751,74900,2015,110000,1968,7,32,2
752,59700,2013,159000,1968,7,44,2
753,44900,2016,157677,1598,7,16,2
754,16500,2007,231000,1896,7,16,2
755,16900,2011,154671,1197,1,16,0
756,79000,2020,179630,1968,7,32,0
757,45900,2015,147000,1598,7,16,3
759,35900,2016,233000,1598,7,16,2
760,7000,2003,136910,1896,7,5,2
761,135860,2023,10,1498,1,41,0
762,2900,1991,216000,1272,1,16,0
763,115000,2017,285000,1968,7,9,3
764,120000,2021,25800,1498,1,41,2
765,3999,1997,158000,1390,1,35,0
766,69900,2015,195000,1984,1,32,2
767,76000,2019,60000,1395,1,25,2
769,55990,2018,125240,1498,1,16,0
770,67900,2019,133646,1968,7,7,1
771,119900,2019,92000,1968,7,44,2
772,17900,1996,638820,2461,7,30,0
773,80799,2019,113372,1500,1,32,2
774,39800,2014,173400,1390,1,32,2
775,63900,2013,198824,1968,7,44,2
776,66000,2017,75000,1984,1,16,0
777,166900,2023,1,2000,1,41,0
778,39900,1997,375000,2500,7,30,0
779,15900,2005,252000,1984,1,47,3
780,18000,2008,322000,1968,7,47,1
781,59900,2014,197254,1968,7,44,2
782,25900,2011,221000,1598,7,16,1
783,232900,2022,4971,1984,1,44,2
784,103000,2023,5,999,1,40,0
785,6900,2005,120000,1198,1,14,2
786,2900,2000,278000,1390,1,16,0
787,77900,2018,142000,1798,1,32,2
788,93900,2018,60670,1798,1,32,2
789,82500,2019,119000,1968,7,32,1
790,189912,2018,219000,2967,7,1,0
791,14000,2008,300000,1968,7,16,0
792,8900,2003,230000,1198,1,35,3
793,112345,2021,13000,1498,1,41,2
794,23200,2010,182200,1598,7,16,2
795,179900,2023,1,1968,7,44,0
796,33500,2011,126909,1390,1,35,3
797,153750,2017,122900,2000,7,12,3
798,149900,2019,93923,1984,1,2,2
799,29900,1982,58386,1588,7,16,0
800,5200,2000,183340,1390,1,16,3
801,104000,2023,5,999,1,40,0
802,19600,2004,223000,2460,7,46,2
803,145900,2022,10,1968,7,7,0
804,54700,2018,106226,1598,7,16,1
805,63900,2017,180000,1968,7,32,2
807,88900,2018,108922,1968,7,32,2
808,154000,2022,5,1498,1,41,0
809,48000,2012,279124,1968,7,48,2
810,75900,2015,182000,1968,7,32,0
811,99900,2016,80000,1968,7,44,0
812,72900,2018,132995,1968,7,32,2
813,25900,2008,146000,1390,1,47,2
814,36700,2008,415000,1896,7,48,2
815,53000,2012,299000,1968,7,44,2
816,67990,2015,205000,1968,7,44,2
817,45999,2014,181500,1395,1,16,2
818,147400,2023,1,1498,1,41,0
819,69990,2014,210000,1968,7,16,3
820,36500,2015,107434,1197,1,16,0
821,149500,2018,43901,1984,1,2,2
822,81293,2018,202000,1968,7,32,2
823,124900,2018,74100,1968,7,2,2
824,75900,2016,179500,1798,1,32,2
825,114900,2020,86000,1968,7,32,2
826,23001,2004,266400,2460,7,46,3
827,52999,2016,114365,1968,7,16,2
828,51000,2013,240948,1968,7,39,2
829,136900,2020,88497,1498,1,44,3
830,4000,2005,137544,1198,1,35,0
831,79900,2019,62000,1498,1,16,2
832,129900,2017,78000,1968,7,2,2
833,14000,2003,295000,3189,2,46,0
834,14000,2003,295000,3189,2,46,0
835,67999,2019,199000,1498,1,32,1
836,16999,2009,169000,1798,1,32,0
837,21500,2009,314000,1968,7,32,2
838,136950,2023,5,1498,1,44,0
839,106500,2023,5,999,1,40,0
840,19900,2008,200000,1390,1,16,2
841,29900,2011,183000,1390,1,32,2
842,33900,2011,245000,1968,7,32,2
843,83900,2019,143350,1498,1,32,3
844,15900,2012,172000,1198,1,35,0
845,28900,2010,172000,1968,7,32,0
846,19800,2010,292752,1598,7,16,1
847,24999,2009,115000,1390,1,35,0
848,155000,2018,219300,1968,7,30,2
849,46900,2014,146734,1395,1,16,2
850,13500,2006,328000,1896,7,47,2
851,118950,2019,82734,1984,1,32,2
852,299900,2020,51000,2995,1,46,1
853,66000,2013,298041,4134,7,46,0
854,29999,2013,238800,1197,1,4,1
855,30999,2012,234860,1390,1,16,2
856,25999,2009,186215,1390,1,16,2
857,21600,2008,278100,1896,7,32,0
858,65800,2014,325400,1968,7,48,2
859,86900,2017,110000,1968,7,32,2
860,6777,1999,189000,1984,1,5,3
861,46900,2011,209000,1968,7,32,3
862,62500,2017,72000,1395,1,16,0
863,89799,2019,63669,1500,1,32,2
864,15900,2008,258000,1390,1,25,2
866,339950,2023,1,2000,7,8,0
867,366300,2023,1,2000,7,8,0
869,329200,2023,1,2000,7,8,0
870,109900,2019,37585,1498,1,32,2
871,55000,2015,86000,1984,1,16,0
872,114900,2018,111954,1984,1,32,2
873,64900,2017,135915,1395,1,16,2
874,75000,2019,22611,1984,1,44,0
875,92900,2019,24597,999,1,41,2
876,129000,2018,122000,3600,2,3,0
877,59900,2012,180501,3597,1,46,1
878,103760,2022,8,999,1,40,0
879,346300,2023,5,1968,7,8,0
880,113800,2022,1,1000,1,41,0
881,29999,2014,94000,1395,1,16,0
882,15000,2008,185000,1390,1,35,2
883,32700,2014,210000,1598,7,7,2
884,134500,2023,8,1498,1,44,0
885,192000,2023,8,1968,7,32,0
886,138800,2023,8,1498,1,41,0
887,164900,2023,8,1498,1,41,0
888,113500,2022,8,1498,1,41,0
889,41800,2015,296000,1598,7,16,2
890,38999,2012,108000,1390,1,16,2
891,33600,2012,162000,1390,1,35,2
892,119900,2023,8,999,1,40,0
893,119900,2019,48977,1984,1,41,2
894,24900,2009,249000,1390,1,7,3
895,14700,2006,257000,1896,7,16,2
896,129998,2019,114523,1968,7,2,2
897,57900,2018,132783,1598,7,16,2
898,27700,2009,229800,1968,7,16,2
899,105900,2020,29900,1498,1,47,2
900,89600,2018,70000,1968,7,44,0
901,86899,2018,179997,1968,7,32,1
902,36504,2017,199943,1968,7,7,0
903,11900,2004,196000,1598,1,47,2
904,51700,2016,120600,1598,7,16,2
905,17500,2009,179000,1896,7,16,2
906,215250,2021,13100,1968,7,48,2
907,82900,2017,121283,1798,1,32,2
908,37000,2009,250000,1968,7,44,2
909,84900,2018,195000,1968,7,32,2
910,18900,2006,245000,1968,7,32,0
911,19999,2006,182350,1595,1,16,3
912,12800,2006,299000,1896,7,47,1
913,35600,2013,106000,1198,1,35,3
914,65900,2016,191265,1395,1,32,2
915,23900,2009,80000,1390,1,16,2
916,30000,2013,212000,1968,7,16,0
917,49997,2017,73000,1395,1,25,0
918,15900,2010,200000,1896,7,47,0
919,66999,2015,186000,1968,7,7,3
920,69900,2014,55000,1390,1,44,3
921,42400,2012,253400,1968,7,32,3
922,179900,2020,26766,1968,7,32,2
923,99900,2019,112431,1968,7,32,2
924,74800,2019,47000,1498,1,2,0
925,21900,2007,405000,2498,7,12,0
926,9000,2005,190000,1390,1,35,0
927,189000,2023,6,1984,1,16,0
928,108000,2017,70165,1968,7,32,3
929,49999,2017,230000,1598,7,16,2
930,9900,2007,377556,1968,7,32,0
931,46000,2012,225000,1968,7,39,2
932,130000,2023,5,1498,1,41,0
933,25000,2005,318000,4172,2,46,0
934,145740,2023,5,1498,1,44,0
935,9500,2002,290439,1896,7,32,0
936,68000,2018,84420,1598,7,32,2
937,21900,2008,157000,1595,1,16,2
938,34900,2011,232000,1598,7,47,2
939,9900,2006,370000,1896,7,25,0
940,138990,2019,56350,1984,1,32,2
941,17900,2005,224891,1600,2,7,2
942,28800,2007,242514,4921,7,46,2
943,116800,2023,5,999,1,42,0
944,69850,2017,79954,1395,1,32,2
945,168900,2021,28672,1968,7,32,2
946,40900,2011,176000,1968,7,32,3
947,79900,2015,129458,1984,1,16,2
948,23900,2007,163200,1390,1,16,0
949,306270,2021,5000,1968,7,8,0
950,36900,2008,192000,1968,7,44,2
951,26500,2011,144505,1390,1,35,2
952,36500,2014,182000,1390,1,32,0
953,14800,2009,158052,1198,1,35,0
954,39900,2012,170969,1968,7,47,2
955,124000,2023,5,1498,1,41,0
956,51800,2017,34550,1197,1,35,3
957,14145,2004,175000,1968,7,7,3
958,78900,2019,80856,999,1,40,2
959,38130,2013,499000,1598,7,7,2
960,73185,2019,142000,1598,7,16,2
961,94900,2019,170000,1968,7,32,2
962,10500,2004,202000,1598,1,16,2
963,31900,2011,254000,1598,7,47,2
964,43000,2013,155012,1984,1,44,0
965,57900,2016,207500,1968,7,32,2
966,37900,2011,238000,1390,1,44,2
967,76000,2019,56068,1968,7,7,0
968,22500,2015,220000,1598,7,16,0
969,14900,2008,192000,1422,7,35,3
970,127820,2022,102,1498,1,40,0
971,48000,2013,158000,1984,1,4,2
972,83500,2018,175000,1968,7,32,0
973,124000,2023,5,1498,1,41,0
974,399700,2022,1,2967,7,46,0
975,66900,2018,170000,1968,7,7,2
977,62900,2009,315000,1896,7,30,0
978,16900,2012,154000,1198,1,35,0
979,32000,2008,268775,1968,7,44,2
980,29900,2014,124000,1197,1,35,1
981,142800,2019,38000,1968,7,44,2
982,88900,2017,75000,1968,7,32,2
983,155900,2022,6736,1498,1,44,2
984,114800,2019,94650,1968,7,47,2
985,20900,2006,243000,1984,1,39,0
986,57900,2012,208000,1984,1,44,3
987,22900,2009,277821,1896,7,47,2
989,16900,2005,125000,1595,1,25,0
990,63500,2018,167567,1968,7,32,1
991,147500,2022,5,1498,1,41,0
992,133320,2022,2986,1498,1,42,0
993,35400,2011,250611,1598,7,47,2
994,45000,1999,537000,2459,7,9,0
995,18900,2011,226940,1984,1,10,0
996,43665,2015,228198,1598,7,7,2
997,69900,2019,20800,1395,1,25,1
998,119900,2018,96600,1968,7,32,3
999,38500,2013,145000,1984,1,10,0
1000,64900,2017,112000,1798,1,32,0
1001,262000,2020,82000,1968,7,8,0
1002,13900,2004,191000,1896,7,35,0
1003,47900,2016,117000,1598,7,16,2
1004,52275,2019,101242,999,1,35,2
1005,55500,2015,276000,1968,7,32,2
1006,82900,2019,135870,1498,1,16,2
1007,99800,2018,148100,1968,7,7,3
1008,39900,2017,73000,999,1,35,2
1009,73000,2018,173002,1968,7,7,2
1010,23862,2014,378000,1968,7,47,0
1011,90900,2018,67000,1968,7,32,2
1012,12800,2006,313484,1896,7,16,0
1013,7199,2007,188000,1422,7,35,0
1014,34900,2011,220000,1598,7,47,2
1015,44157,2007,261000,1896,7,48,3
1016,9000,1997,272000,1896,7,48,0
1017,131900,2020,51618,1498,1,44,2
1018,5000,1998,305929,1781,2,39,0
1019,32900,2011,271353,1798,1,32,2
1020,191800,2023,5,1968,7,32,0
1021,130000,2023,5,1498,1,41,0
1022,182500,2023,5,1968,7,32,0
1023,114200,2022,5,999,1,40,0
1024,146900,2023,5,1498,1,42,0
1025,157400,2023,5,1498,1,32,0
1026,150200,2023,5,1498,1,32,0
1027,18500,2007,216231,1984,1,32,2
1028,42900,2014,239125,1598,7,47,2
1029,154000,2023,5,1498,1,41,0
1031,69800,2019,128000,1968,7,32,1
1032,13500,2004,273246,1896,7,39,0
1033,67900,2019,69792,999,1,35,2
1034,66900,2019,30248,999,1,49,2
1035,67000,2020,160000,1968,7,2,0
1036,16700,2005,150050,1598,1,16,3
1037,49900,2014,228000,1968,7,32,3
1038,195700,2023,5,1498,1,44,0
1039,106900,2023,5,999,1,40,0
1040,29999,2012,253392,1798,1,32,1
1041,26000,2010,286000,1968,7,10,0
1042,4900,2004,195000,1896,7,16,0
1043,28900,2011,181895,1197,1,16,3
1044,77300,2018,56000,1968,7,16,1
1045,123000,2023,5,1498,1,41,0
1046,17900,2007,250000,1896,7,39,2
1047,68955,2019,96200,1968,7,7,0
1048,51800,2014,164290,1390,1,10,2
1049,99900,2018,57915,1498,1,41,2
1050,17600,2006,255000,1984,1,32,2
1051,5950,2002,297000,1390,1,35,3
1052,99500,2017,97713,1968,7,44,3
1053,118290,2023,10,999,1,42,0
1054,18500,2007,242363,1896,7,47,2
1055,19800,2010,380000,1395,2,7,0
1056,203840,2023,10,1498,1,44,0
1057,119850,2023,10,999,1,42,0
1058,73900,2015,150724,1798,1,32,2
1059,24800,2012,198000,1198,1,35,2
1060,61900,2017,172000,1395,1,32,2
1061,3600,1999,385590,1896,7,32,1
1062,22900,2009,137450,1390,1,16,0
1063,9200,2009,104165,1390,1,16,0
1064,7800,2005,172200,1422,7,35,1
1065,32900,2011,235100,1598,7,32,2
1066,24999,2009,280000,1896,7,39,3
1067,10900,2004,197267,1598,1,16,3
1068,25900,2012,136213,1198,1,35,2
1069,222600,2022,10,1968,7,2,0
1070,135555,2019,134000,2000,7,32,3
1072,54500,2015,179000,1968,7,16,2
1073,60000,2015,120000,1598,7,16,3
1074,50900,2012,175000,1968,7,44,2
1075,122000,2023,5,1498,1,41,0
1076,246000,2022,50,1968,7,48,0
1077,12900,2009,212407,1598,7,35,0
1078,16500,2008,211000,1390,1,16,1
1079,25900,2008,158754,1390,1,38,2
1080,199000,2023,4,1498,1,44,0
1081,9500,1997,491384,1896,7,48,2
1082,13500,2006,207000,1896,7,39,1
1083,258300,2022,50,1968,7,48,0
1084,26000,2009,219700,1968,7,32,0
1085,72900,2015,140000,1798,1,32,2
1086,67900,2009,291000,2500,7,30,0
1087,127900,2021,29953,1498,1,41,0
1088,5900,2004,415000,1896,7,35,0
1089,67500,2012,183200,1968,7,10,0
1090,42900,2019,65600,999,1,49,2
1091,6900,2002,170273,1198,1,35,3
1092,64575,2017,169900,1968,7,32,2
1093,16999,2010,354000,1598,7,16,0
1094,84900,2020,32000,999,1,40,2
1095,32600,2013,192500,1968,7,32,0
1096,9900,2007,285000,1595,1,16,0
1097,92500,2020,32659,999,1,41,2
1098,47000,2013,199200,1968,7,44,0
1099,119000,2023,5,1498,1,41,0
1100,118700,2018,88851,1498,1,2,3
1101,82900,2021,11423,999,1,40,1
1102,235100,2023,5,1984,1,2,0
1103,59800,2016,140000,1968,7,32,2
1104,131500,2023,5,1498,1,40,0
1105,16799,2007,287785,1968,7,16,1
1106,121000,2023,5,1498,1,41,0
1107,8800,2002,210000,1595,1,32,2
1108,25900,2010,258300,1968,7,32,2
1109,3650,2001,229000,1390,1,16,0
1110,69900,2017,175561,1968,7,16,2
1111,10700,2003,189000,1595,1,32,3
1112,26500,2010,248000,1968,7,32,2
1113,40900,2016,155900,1197,1,16,2
1114,92500,2019,85500,1984,2,44,0
1115,26900,2009,185000,1598,7,16,3
1116,19900,2007,234000,1896,7,16,0
1118,115800,2022,1,1000,1,40,0
1119,49800,2003,271712,2461,7,9,0
1120,103320,2018,187000,1984,1,2,2
1121,6300,2003,258000,1390,1,16,0
1122,64000,2014,155765,1968,7,32,2
1123,75900,2017,53400,1395,1,16,2
1124,69900,2019,41100,999,1,40,1
1125,185000,2017,69000,1968,7,30,0
1127,29900,2006,220000,1896,7,48,0
1128,27900,2009,201125,1595,1,47,2
1129,49900,2011,199000,1968,7,44,3
1130,87990,2018,128537,1498,1,41,2
1131,96990,2017,108434,1968,7,32,3
1132,117900,2020,53080,1968,7,32,1
1133,15500,2007,138000,1198,1,35,0
1134,17900,2006,159000,1968,7,32,3
1135,62900,2015,172000,1968,7,32,2
1136,35900,2014,358130,1968,7,32,2
1137,157900,2023,7,1498,1,47,0
1138,124989,2019,111026,1498,1,44,3
1139,124989,2018,42007,1968,7,44,2
1140,127000,1974,80000,1584,1,27,0
1141,47500,2015,103400,1197,1,16,2
1142,63900,2018,125100,1598,7,16,3
1143,43989,2019,71420,999,1,49,2
1144,19800,2008,264120,1896,7,32,3
1145,124999,2020,39900,1498,1,44,3
1146,87989,2018,123841,1968,7,32,2
1147,105990,2018,133689,1968,7,44,2
1148,134999,2017,147596,1968,7,44,2
1149,12000,2004,200000,1968,7,16,1
1150,39900,2011,156000,1798,1,32,2
1151,41990,2015,108593,1000,1,35,3
1152,169900,2019,75020,1968,7,2,3
1153,46000,2019,69813,999,1,49,2
1154,10300,2001,190000,1595,1,32,2
1155,47990,2016,151700,1598,7,16,2
1156,39900,2010,248000,1968,7,10,2
1157,57499,2015,164000,1968,7,44,2
1158,116000,2016,106,1968,7,44,0
1159,229999,2023,10,1984,1,16,0
1160,14900,2004,161800,1984,1,16,2
1161,23500,2010,330000,1968,7,32,2
1162,17800,2007,167000,1595,1,4,2
1163,21900,2006,228645,1598,1,7,2
1164,104990,2016,97362,1968,7,44,0
1165,99000,2019,55000,1498,1,41,2
1166,15999,2006,246000,1968,7,39,2
1167,50500,2016,105311,1598,7,16,2
1168,119900,2019,59576,1986,1,32,2
1169,254000,2018,107000,2967,7,46,2
1170,48990,2013,238000,1968,7,10,2
1171,27500,2008,162000,1896,7,47,0
1172,16700,2007,169000,1198,1,35,3
1173,71500,2015,172500,1968,7,32,3
1174,78000,2018,143891,1968,7,32,1
1175,23000,2008,221768,1968,7,32,2
1176,61900,2016,175000,1968,7,16,2
1177,53000,2012,113409,1390,1,44,2
1178,14900,2005,258800,1968,7,7,0
1179,87000,2017,97913,1798,1,32,2
1180,77490,2019,111000,999,1,7,2
1181,18000,2007,307263,1896,7,47,2
1182,27000,2008,244639,1390,1,16,0
1184,96000,2019,60643,1498,1,44,1
1185,113777,2019,106400,1968,7,32,3
1186,70000,2019,49843,999,1,16,3
1187,8900,2004,240000,1390,1,35,2
1188,105000,2017,124082,1968,7,47,0
1189,40000,2014,96644,1197,1,35,2
1190,25000,2009,196000,1390,1,47,2
1191,62000,2018,44507,999,1,35,2
1192,43900,2015,125553,1598,7,16,1
1193,39900,2009,201584,1984,1,38,2
1194,56900,2005,224753,2500,7,9,0
1195,18900,2008,192000,1390,1,16,2
1196,44900,2008,255248,2500,7,9,0
1197,28500,2008,184100,1595,1,16,0
1199,19800,2007,335000,1900,7,47,2
1200,42900,2013,163000,1395,1,16,2
1201,42900,2005,275821,2500,7,9,0
1202,169863,2021,19400,1498,1,44,2
1203,75900,2017,173000,1598,7,47,3
1204,11900,2004,367000,1968,7,47,2
1205,29300,2010,225000,1598,7,47,2
1206,4999,1997,449000,1598,2,32,0
1207,12900,2005,328000,1896,7,47,2
1208,69900,2006,242551,2500,7,30,0
1209,22700,2009,198500,1390,1,16,2
1210,13900,1990,170000,1595,1,16,0
1211,35900,2012,290000,1598,7,7,2
1215,84900,2016,170000,1968,7,44,2
1218,26900,2004,230000,1896,7,9,0
1219,28999,2011,190000,1390,1,16,2
1220,47900,2013,228123,1968,7,32,3
1221,50000,2013,152556,1390,1,44,2
1222,72000,2014,145998,1968,7,32,0
1223,26900,2004,230000,1896,7,9,0
1224,30000,2010,130312,1197,1,35,2
1225,49900,2017,237950,1598,7,16,2
1226,6900,1998,261150,1595,1,16,0
1227,23900,2012,224000,1598,7,16,0
1228,63500,2020,21887,1498,1,44,0
1229,45000,2013,164000,1197,1,4,3
1230,14900,2007,235000,1781,1,39,0
1231,119900,2022,13300,1498,1,41,2
1232,22500,2005,236000,1968,7,16,0
1233,29900,2008,313000,2967,7,46,0
1234,31500,2012,218000,1598,7,16,2
1235,8500,2004,342235,1896,7,32,3
1236,24700,2011,150000,1198,1,35,3
1237,133000,2019,54258,1968,7,44,3
1238,42900,2014,180000,1968,7,16,2
1239,18900,2008,274000,1896,7,32,0
1240,97500,2015,70000,1984,1,16,0
1241,9900,2018,22450,1498,1,16,0
1242,28000,2010,190000,1197,1,35,2
1243,126000,2018,137535,1984,1,2,2
1244,299000,2021,150,1984,1,2,2
1245,105000,2017,189340,1968,7,32,2
1246,12900,2014,98455,1390,1,44,0
1247,36900,2008,213000,1968,7,44,2
1248,137500,2017,112000,1984,1,16,2
1249,141000,2023,2000,1968,7,7,0
1250,29900,2012,195000,1798,1,32,0
1251,12000,2000,220000,1781,1,16,0
1252,5999,2001,364000,1896,7,32,1
1253,4999,2004,365000,1968,7,32,0
1254,5999,2000,259000,1984,1,39,0
1255,139000,2018,65900,1968,7,2,2
1256,3999,1999,100000,999,1,29,3
1257,55000,2015,249382,1968,7,7,2
1258,11900,2004,184000,1595,2,4,2
1259,14000,2006,79000,1198,1,35,3
1260,16900,2006,237000,1968,7,32,3
1261,99000,2017,162000,2967,7,1,0
1262,42900,2012,191824,1598,7,47,3
1263,7699,1998,364000,1781,2,32,0
1264,74900,2016,86000,1968,7,39,1
1265,36000,2012,321000,1968,7,39,0
1266,37994,2004,382620,2460,7,48,0
1267,27900,2010,180000,1598,7,16,2
1268,24900,2011,204801,1390,1,35,2
1269,147300,2023,1,1500,1,41,0
1270,11900,2008,347000,1896,7,16,0
1271,5500,2020,23542,999,1,40,0
1272,11000,2002,218000,2771,1,32,0
1273,75900,2019,25795,999,1,16,2
1274,33900,2016,155000,1395,1,25,0
1275,55900,2015,42000,1197,1,16,2
1276,85899,2019,207703,1968,7,32,2
1277,69500,2015,108000,1968,7,32,2
1278,26900,2009,157000,1390,1,16,3
1279,13900,2008,171000,1198,1,35,2
1280,18900,2005,312000,2460,7,46,2
1281,19900,2006,300000,1896,7,7,3
1282,10000,2004,326000,1896,7,16,2
1283,8900,2006,78000,1198,1,14,2
1284,45700,2012,221333,1968,7,47,3
1285,3799,1999,300000,1390,2,16,0
1286,38900,2010,260000,1896,7,9,0
1287,43000,2014,192000,1968,7,32,2
1288,114500,2018,130000,1984,1,41,3
1289,119500,2021,6910,1968,7,7,1
1290,41500,2007,217285,2967,7,46,0
1291,21900,2008,270000,1896,7,32,0
1292,90000,2018,94288,1598,7,41,2
1293,44900,2012,167000,1598,7,47,3
1294,43900,2014,239640,1968,7,16,2
1295,18900,2009,217000,1896,7,16,2
1296,4100,1988,227000,1272,2,16,0
1297,26999,2009,249985,1896,7,47,3
1298,144900,2020,27000,1968,7,2,1
1299,115000,2018,105000,1968,7,39,1
1300,14500,2005,294000,1968,7,47,2
1301,72900,2017,219000,1968,7,32,1
1302,129000,2010,250000,1968,7,8,0
1303,26900,2009,196500,1390,1,16,3
1304,49500,2017,122000,1598,7,16,2
1305,12500,2003,284233,1968,7,16,0
1306,36900,2017,54815,999,1,49,2
1307,27000,2009,170251,1390,1,16,3
1308,69900,2015,198000,1968,7,32,2
1309,36900,2014,94000,1598,7,7,1
1310,6500,2004,379000,1896,7,16,1
1311,23490,2008,201000,1968,7,16,2
1312,65900,2015,290714,1968,7,32,3
1313,46800,2020,227000,1598,7,16,0
1314,27900,2009,232000,1896,7,7,0
1315,6900,1989,369000,1272,2,16,0
1316,27000,2005,270000,1896,7,39,0
1317,58500,2013,121400,1984,1,44,2
1318,17900,2005,273015,1968,7,16,0
1319,37900,2011,237000,2000,7,32,3
1320,87000,2019,49500,999,1,40,3
1321,22000,2009,243711,1390,1,16,0
1322,18900,2008,364000,1968,7,32,2
1323,59900,2018,104400,1968,7,16,0
1324,24990,2012,112500,1198,1,35,2
1325,159900,2020,29000,1984,1,2,2
1326,19700,2010,206000,1598,7,16,0
1327,69900,2015,69600,1395,1,32,2
1328,79500,2017,82200,1984,1,16,2
1329,25500,2011,187000,1390,1,16,2
1330,39900,2018,13586,1395,1,16,0
1331,40500,2019,16052,999,1,35,0
1332,68900,2016,202337,1968,7,32,2
1333,5700,1998,216000,1595,1,16,2
1334,5500,2004,353064,1422,7,35,0
1335,44900,2017,159000,1598,7,16,1
1336,12800,2009,274317,1390,1,16,0
1337,33900,2012,198663,1598,7,16,2
1338,37900,2013,248000,1968,7,32,2
1339,39800,2011,243000,1968,7,47,0
1340,27900,2010,109855,1197,1,35,2
1341,64444,2015,179000,1984,1,16,2
1342,2499,2000,260000,1598,1,16,0
1343,53500,2019,108000,1598,7,35,2
1344,25900,2010,142000,1197,1,16,0
1345,9900,2002,300000,1896,7,47,2
1346,17100,2006,173865,1390,1,16,0
1347,16900,2007,239000,1900,7,16,2
1348,69900,2018,149000,1798,1,32,1
1349,42900,2014,207239,1395,1,16,2
1350,91500,2016,219000,1968,7,1,1
1351,81900,2020,22000,1968,7,16,0
1352,48900,2014,181000,1598,7,16,3
1353,25900,2012,162300,1598,7,35,2
1354,24500,2009,167275,1896,7,25,3
1355,22490,2010,204000,1598,7,32,2
1356,73900,2018,108000,1395,1,16,2
1357,59900,2016,139000,1395,1,32,2
1358,69900,2015,201000,1968,7,39,2
1359,23900,2010,280000,1598,7,32,3
1360,122222,2018,42000,1984,1,44,1
1361,1500,2001,472828,1896,7,16,0
1362,24900,2010,152000,1390,1,16,0
1363,14500,2007,201000,1968,7,16,1
